content,score
"Berikan matchmaking yang seimbang! Setiap main diberi team skill ngaco semua, udah gitu dibawah rank saya lagi, sedangkan musuh diatas semua. Tolong perbaiki matchmaking maka saya akan perbaiki rating!",1
"Banyak update baru yang membuat game ini makin seru tapi ada bug yang membuat pengalaman bermain sangat buruk. Jaringan lancar dan bagus tapi saat di gunakan untuk bermain ML di dalam game nge lag mulu, kalau sudah mati tiba "" jaringan lancar kembali, perasaan dari dulu game ini ga pernah fix tentang masalah itu, apakah pihak MOONTON sengaja? padahal sudah dari dulu banyak orang yang mempermasalahkan masalah ini tapi sepertinya ga pernah di tanggapi oleh pihak MOONTON.",3
"Game ga jelas, player-player yang udah jelas melakukan kesalahan malah terdeteksi ""Tidak melakukan kesalahan"". Game nya sangat populer, tapi disuruh bikin sistem AI yang lebih cerdas aja masa tidak bisa.",1
"semakin di update kok semakin jelek si moonton, bukannya semakin bagus, sinyal di game sering merah/kuning, padahal jaringan di luar game lancar"" aja, mending gausah di update"" lagi moonton, ujung""nya malah ga bener.",1
"game taik sampah membosankan, kita pemula baru level 20 skin kita baru pemula,langsung ketemu tim musuh yg sudah player level 70 skin mereka sudah lengkap dan gamenya parah lagi sudah disetting kod dlm satu hari bintang kita sudah ditetapkan naik turun, dan tim kita juga kebanyakan bot2 sangat keliatan skli,masa kek gitu game ini buruk sekali,sejago apapun kita bermain kalau game sudah disetting tak bakalan menang pasti rank kita disitu situ sja sudah di atur sistem dari game monton. game miskin",1
"Tolong ada kan fitur yg dapat auto klaim dan terkirim di pesan jika kita lupa klaim reward di event, soalnya ini penting sekali untuk sebagian orang yang kadang lupa untuk klaim atau terlalu sibuk untuk akses laman event di game.",2
"Sebentar lagi game ini akan banyak ditinggalkan,banyak game seperti ini yang semakin berkembang.Keseimbangan matchmaking yg tidak seimbang,dan bug di analog semakin memperparah game ini.Dan pemilihan line yang amburadul.Apakah moonton mengalami kemunduran?Kenapa pihak developer selalu minta screenshot sebuah pertandingan yang di anggap gagal.Seharusnya developer sudah punya sistem yg otomatis untuk mengetahui adanya masalah game sendiri.Setiap season tidak ada perubahan dan perbaikan.",1
"game rusak selama ini Saya main Mobile Legends:Bang Bang ga pernah tuh dikasih player sistem gelap, tapi kenapa sekarang Saya kalau main solo rank itu selalu dikasih tim sistem gelap, bahkan ketika saya tidak main Game ini selama 30 hari, dan bermain lagi tetap saja Dikasih tim itu itu Saja,Teman Teman saya menang dengan mudah,sedangkan saya penuh perjuangan GAME INI MEMBUAT SAYA FRUSTASI HINGGA MENYEBABKAN STREES!!",1
"game rusak main susah susah kaga keitung menang dan riwayat ga ada sama sekali gara gara bug koneksi ilang kaga bisa login lagi mana sportifitas dalam gameplay, dan keadilan ????????",1
"match making rusak, hero musuh dan teman sendiri tidak sesuai. update cuma khusus buat hero dan penyesuaian tapi tidak ada sama sekali perubahan dalam sistem match making rank, entah untuk solo, duo, atau trio.",1
game yang sangat jelek dalam pemilihan tim pasti dapat yang jelek terus dan cuman saya yang selalu mvp. tolonglah player solo seperti saya pasti kecewa ketika dapat tim yang selalu jelek jadi menurunkan bintang player solo tersebut.,1
"sinyal ga jelas, pake wifi pribadi full ping, di ingame stuck merah, ui dari game juga rusak, habis update bukannya makin mantep, ini malah makin tolol, urusin dulu bug game nya, jangan cuma bisa bikin skin doang",1
"game nya bagus seru gak bikin bosen pas main tapi ada satu hal yang membuat para player males main game ini karena timnya sendiri di trol lah atau gak bisa main lah walaupun sebagian ada yang senang kalau di kasih tim gak bener,tapi tolonglah berikan lawan yang sepadan masak aku main di mitik,ketemu imortal lah,glori lah,sedangkan timku legend,epic,mithick. tolong ya moonton kalo ngasih lawan yang seimbang",5
"kenapa dari awal season kemarin ini dimulai ketika saya pertama kali main rank sampe sekarang ini, dari mulai loading selalu 0% saja naik loading paling tinggi cuma 12%. pas mulai pertandingan saya selalu lama masuknya dan selalu ada koneksi jaringan padahal jaringan saya lg baik baik aja, tmn tmn saya udah masuk level 2/3 saya baru masuk ke pertandingan pas udah 2-3 menitan. pas udah bisa masuk tp dihasil pertandingan selalu afk. kenapa bisa seperti ini trs?",1
"game pilih kasih, kalau player miskin sulit untuk dapat kemenangan, kalau player yang kaya pasti di dukung kemenangannya, game tidak adil, bukan buat orang senang santai mengisi waktu, tapi buat orang emosi, mabar terus tiap hari, lose streak puluhan kali, game tidak seperti dulu, sekarang operator nya kebanyakan tingkah, tidak konsisten dalam penyeimbangan, player Sultan yang selalu di kasih kemenangan, kalau player miskin tidak ada kata menang, lose streak setiap harinya,,",2
setiap saya ingin memainkan rank matchmaking di game ini sangat tidak adil saya terus menerus mendapatkan tim yang tidak bisa bermain/bodoh ada juga yang melakukan feed dengan sengaja tolong kalau memberikan matchmaking berikan lawan yang setara dan tim yang setara dengan lawan,1
"sudah sekitar sebulan terakhir tiap main ml di mode apapun pasti ngelag, pingnya selalu naik turun, padahal pas di lobby jaringannya ijo, deteksi jaringan hasilnya juga ijo semua, tapi pas udah masuk game pasti anjlok sampe merah, udah dites di game sama aplikasi lain semua lancar dan normal, cuma pas main ml ini sinyalnya jadi jelek alhasil gameplay nya jadi berantakan dan beberapa kali dikira afk sama sistemnya jadi males buat main,",2
"gamenya aneh bgt, masa pas login sinyal wifinya jelek bgt, tapi pas keluar dari game sinyal wifinya langsung bagus. perbaiki lagi dong tolong ngeselin bgt soalnya, jadi gak mood main😔😔😔",3
"sinyal sering buruk,sering ngelag. banyak yg dikit2 dan laporan dilihat baik2 kalau terima laporan,siapa yg awal2 main buruk ,bukan malah yg awal2 main buruk diterima laporan,padahal sudah banyak yg komplain jaringan,tp tetap saja gk ada perbaikan,malah disuruh pindah jaringan🤦🤦",2
"Dari segi gameplay udah bagus tapi kenapa sekarang saat draft pick sering ngeframe??, padahal saya sudah pakai grafik rendah sama donwload ulang semua data tapi masih saja ngeframe,untuk saat ini bintang 3 dulu nanti kalau udah diperbaiki baru bintang 5 lagi,",3
"sangat bagus saking bagusnya dikasih tim yang sangat membebani. pilihan opsi lane masih tidak berguna karna masih banyak yang memakai hero secara asal asalan, per tabrakan rank mithic biasa dengan musuh imo/glory tim. apalagi di joystick yang sangat mengesalkan karna posisi walau tetap malah tiba tiba berpindah",5
"Sangat kurang puas bermain game moba ini, mau ada fitur pilih lane tetap saja pemain ngetroll dan anehnya setiap di report menunggu dulu hasilnya. Perbanyak pembagian skin aja dev, gausah diperdulikan pemain atau player. Semoga makin sepi ini game tahun depan.",1
"Heh Moonton, tolong dong update terbaru yang harus milih lane di ilangin dong, masa gua yang suka main mage masa ke exp mulu, bikin gameplay ga nyaman tau ga lu, fitur minta tukar lane juga kaga guna, pasti mereka gabakal tukar lane mereka. Balikin ml kaya dulu, pilih lane siapa cepat dia dapat, masih bagusan itu daripada yang terbaru, yang terbaru justru mengekang kebebasan bermain. TOLONG YAAA MOONTON",1
"NIH BACA ayolah itu kok jaringannya jelek mulu perasaan ,padahal aku tinggal di kota di tambah kartu kuotanya telkomsel penyimpananku masih banyak yang kosong .aku main game yang lebih berat aja masih lancar .kok malah main ml nya yang gak lancar. perbaiki dong MONTON masalahnya. gara gara ini aku di katain beban hadeh",5
"tolong perbaiki sistem pertandingan, berikan lawan yg setara, jangan yg terlalu tinggi. berikan kekalahan yg tidak membuat pemain stress ataupun emosian. ingat ini sebuah game, bukan aplikasi pembuat stress. game ini sudah sangat banyak diminati, tolong perbaikilah sistem ini. kesenjangan di game juga sangat terasa. orang bisa terkena gangguan mental akibat memainkan game ini dikarenakan kekalahan yg tidak wajar. contoh, jika pemain sudah menang sebanyak 5 kali, berikan kekalahan 2 kali.",1
"main game tp sering gamenya di hack lawan, tiba2 herony pada jalan sendiri, tiba2 heronya ngk bisa jalan.. bukan karena sinyal soalnya satu team kena semua.. tolong diperbaiki sistemnya..",1
"pertandingan tidak seimbang, dapat lawan selalu lebih jago, seperti melawan pro player saja.. sedangkan dapat tim tidak ada yang ngerti,, di pemilihan hero, ketika mau memasuki pertandingan, mau ganti talent saja lemot nya minta ampun, makin malas main saja ..",1
"udah main susah susah malah di kasih tim yang asal main, udah gitu lag pula padahal jaringan enak"" aja, setiap main menang kalah menang kalah terus, gak ada kemajuan karena selalu di kasih tim yang gak bener, padahal di rank myhtik loh, setiap kalah/menang saya mendapatkan MVP tapi tim saya sama sekali gk membantu, tolonglah kasih keseimbangan di tim dan di musuh supaya seimbang.",2
"gamenya seru,tapi sistem ranknya harus lebih baik lagi misal, jika kita mendapat mvp loss bintang kita tidak menurun, dark sistemnya dikurangi agar tidak banyak pemain jadi stres, tolong saya mau ke mythic saya sudah capek di epic karena banyak yang afk,troll,Hero tidak sesuai rolenya.giliran tim musuh kebanyakan pada pro",4
"Perlu diperhatikan tanggapan-tanggapan dari setiap player/pengguna game ini, jangan cuma update saja. matching sering tidak seimbang, dimana dapat rekan2 yg tidak bisa bermain, sementara musuh tier tinggi",5
"game moba nya bagus,skinnya keren"",apalagi kadang dapat event skin gratis. permasalahannya kenapa di in game sering sinyalnya nge lag,dan komposisi tim tidak adil,misal kata yg jago 2 orang 3 orang nya gk bisa main tapi dapat musuhnya yg jago semua, tolong diperbaiki soal matchmaking nya monooton,main game biar happy""biar gk stress,eh malah tambah stress ini mah bisa loss streak 7 kali",1
"game nya bagus, tp aku selalu di kasih tim drak sistem, sedangkan tim musuh dapat yg jago² Mulu, bikin setres, gk bisa main dihina trus di suruh main Pou, plis lah klo ngasih tim tu yg bisa main, jangan para bocil drak sistem, capek tau gak sih, kapan imortal nya naik lagen aja gk bisa,",3
"kasi bintang satu Jak lah,semakin di update semakin ngk jelas ngelag parah, padahal sinyal bagus wifi bagus malah parah bgt sampai ngak gerak,ngk cuma aku hampir setiap di pertandingan ada yg sama ngeluh ngelag banget, padahal sinyal bagus,tolong di perbaiki lagi game sudah selagands ini cuma dapat penilaian 3.9 aja bintangnya,ngk rugi apa, padahal ini game bagus gue main dari 2017 sampai sekarang,tapi makin ke sini makin ngk jelas banyak bug nya",1
"bagi pemain solo jangan harap bisa menang/winstsreak, dengan sistem/fitur apapaun, yang jelas game ini wajib mabar 1 team (5 pemain) dalamdatu tempat, niat main game penghibur penat mengurasi rasa stres , yang ada malah nambah stress game ini!!! gak guna, selalu mendiskriminasi pemain solo, bahkan saya sendiri hampir jarang main game ini 2-3 hari sekali, tetap aja loststreak.",1
assalamualaikum moonton tolong perbaiki. game nya karena setiap saya main di kasih tim nya gak pada bisa main /draksistem ya kali tim musuh jago ny di luar nalar tolong moonton perbaiki saya ingin main mobile legends tapi kalah terus buat emosi menang aja berapa saya ingin sekali myttcik tapi gak bisa aku hanya ingin menang di kasih tim nya jago gitu gak draksisitem setengah mati mainin game kaya gini tolong lah moonton perbaiki tim nya setengah stress coba udh cukup bagus game nya kok,5
"tolong dong di mode offline. kesulitan bot nya di buat jadi sesuai kesulitan rank. jadi nanti bisa milih Ranknya mau apa untuk kesulitan bot nya dan bisa pilih map nya juga dan tolong dibuatkan list Hero sesuai role nya kaya di rank nanti kalo udah gua kasi bintang 5.""KAYA GAME SEBELAH GITUU POKONYA PLISSS"" mungkin cuma gua yang minta ini tapi bermanfaat buat player lainnya yaa tolong banget ya bang Moonton😭🙏🙏",4
tolong ya sinyalnya tuh di benerin masak iya di loby sinyal hijau trs giliran di dalam game sinyal merah kuning terus .saya ngasih bintang lima(5) tuh bukan karna rekomendasi.tapi biar komenan ini tuh di lihat dan di tindak lanjuti dan 1 lagi saya meryport tim sangat jelas-jelas mangganggu tim kog g kena pelanggaran.ini game gak adi banget .saya maen sinyal ngeleg terus bukanya di kasih pemberitahuan sinyal tidak setabil kog malh di kasih (AFK) gimana ini maksudnya .minimal ya yang adil dong.,5
"min gamenya bagus walau kadang²bikin stres jadi aku tetap main begitu pula player²lainnya namun tolong hilangin stuck di loading pertandingan soalnya laning minion game diawal itu penting jadi kalo enemy udah level 2 eh akunya baru gerak ke lane,kalau udah level 4 musuh nya aku bakal kalah dalam war turtle pertama,mana akunya jadi exp tb klo tutle nya sampai kecuri enemy susah buat ngeunggulin poin lawan kadang bikin kesel kalo udah kalah turl tle mana di bacotin tim sendiri lagi plis hilangin y",5
"Game yg gak pernah bosen sih , tapi masalahnya nguji kesabaran banget asal dapet tim main solo mau Rank/Classic , sekali kalah ya kalah terus atau menang kalah menang kalah , padahal gua main udah zaman old sempet pensi juga tapi gak buta game...selesai match kadang tim sendiri sama musuh suka gak imbang dalam hal Tier Rank nya , Main Solo tapi ketemu trio atau duo yg kalau rotasi gak karuan.. atau di mode Rank dalam draft pick cuma bisa beberapa hero atau bertabrakan role nya jadi gak imbang ..",4
"sejak update terakhir, sering terjadi masalah saat akan ganti akun. tertulis jaringan sering tidak stabil padahal sinyal bagus sehingga saya tidak bisa ganti akun dalam beberapa saat. tolong segera perbaiki masalah ini.",1
gemenya emang keren aku suka tapi kenapa sih gemenya selalu ngelek maskipun ada tandanya yang bertuliskan masih bagus tapi masih ada masalah jadi aku kasih bintang empat mohon perbaiki gemenya agar lebih enak dimainin oh iya lagi satu gemenya keren bisa main mode apa saja bisa classic bisa juga rank jadi gampang deh tapi kenapa ya setiap aku main tiba tiba ada tandah hadia gratis di harian padahal pas aku periksa pas aku belum mulai tapi kenapa ya saat aku main langsung muncul dan yah itu aja👍☺,4
"game sampah gacha tim nya kek main judol awal Menang 5 kali kalah Lebih dari 5 sampah berengsek,kalah sama rating game sebelah yg battle royale yg gamenya lumayan kaku tpi sistem harga kolaborasinya mencukupi ekonomi orng lain udah mahal bikin gacha tim nya kaya judol kalah lebih banyak dari pada menang otaknya boleh dibenerin dulu gak min?,belum lagi sistem gachanya, jaringannya yg gak stabil ya ampun game apaan ini,game bikin orng darah tinggi",1
